lga_name,year,median_rent
MITCHELL,2019,340.0
MOIRA,2019,270.0
MURRINDINDI,2019,280.0
STRATHBOGIE,2019,280.0
TOWONG,2019,250.0
WANGARATTA,2019,290.0
WODONGA,2019,328.0
BASS COAST,2019,320.0
BAW BAW,2019,340.0
EAST GIPPSLAND,2019,290.0
LATROBE,2019,250.0
SOUTH GIPPSLAND,2019,280.0
WELLINGTON,2019,275.0
BANYULE,2019,420.0
BRIMBANK,2019,360.0
DAREBIN,2019,400.0
HOBSONS BAY,2019,410.0
HUME,2019,380.0
MARIBYRNONG,2019,400.0
MELBOURNE,2019,540.0
MELTON,2019,370.0
MERRI-BEK,2019,420.0
MOONEE VALLEY,2019,420.0
NILLUMBIK,2019,400.0
WHITTLESEA,2019,370.0
WYNDHAM,2019,380.0
YARRA,2019,520.0
BOROONDARA,2019,460.0
KNOX,2019,408.0
MANNINGHAM,2019,470.0
MAROONDAH,2019,400.0
MONASH,2019,450.0
WHITEHORSE,2019,450.0
YARRA RANGES,2019,400.0
BAYSIDE,2019,575.0
CARDINIA,2019,360.0
CASEY,2019,380.0
FRANKSTON,2019,365.0
GLEN EIRA,2019,460.0
GREATER DANDENONG,2019,360.0
KINGSTON,2019,430.0
MORNINGTON PENINSULA,2019,400.0
PORT PHILLIP,2019,475.0
STONNINGTON,2019,480.0
COLAC-OTWAY,2019,320.0
CORANGAMITE,2019,263.0
GLENELG,2019,250.0
GREATER GEELONG,2019,370.0
MOYNE,2019,345.0
QUEENSCLIFFE,2019,390.0
SOUTHERN GRAMPIANS,2019,270.0
SURF COAST,2019,445.0
WARRNAMBOOL,2019,340.0
ARARAT,2019,270.0
BALLARAT,2019,310.0
GOLDEN PLAINS,2019,400.0
HEPBURN,2019,350.0
HINDMARSH,2019,200.0
HORSHAM,2019,275.0
MOORABOOL,2019,360.0
NORTHERN GRAMPIANS,2019,230.0
PYRENEES,2019,300.0
WEST WIMMERA,2019,195.0
YARRIAMBIACK,2019,185.0
BULOKE,2019,203.0
CAMPASPE,2019,280.0
CENTRAL GOLDFIELDS,2019,250.0
GANNAWARRA,2019,220.0
GREATER BENDIGO,2019,300.0
LODDON,2019,200.0
MACEDON RANGES,2019,445.0
MILDURA,2019,310.0
MOUNT ALEXANDER,2019,350.0
SWAN HILL,2019,260.0
ALPINE,2019,310.0
BENALLA,2019,280.0
GREATER SHEPPARTON,2019,290.0
INDIGO,2019,295.0
MANSFIELD,2019,375.0
MITCHELL,2019,340.0
MOIRA,2019,265.0
MURRINDINDI,2019,310.0
STRATHBOGIE,2019,300.0
TOWONG,2019,275.0
WANGARATTA,2019,290.0
WODONGA,2019,330.0
BASS COAST,2019,320.0
BAW BAW,2019,350.0
EAST GIPPSLAND,2019,300.0
LATROBE,2019,250.0
SOUTH GIPPSLAND,2019,280.0
WELLINGTON,2019,280.0
BANYULE,2019,420.0
BRIMBANK,2019,365.0
DAREBIN,2019,410.0
HOBSONS BAY,2019,410.0
HUME,2019,390.0
MARIBYRNONG,2019,400.0
MELBOURNE,2019,530.0
MELTON,2019,375.0
MERRI-BEK,2019,420.0
MOONEE VALLEY,2019,415.0
NILLUMBIK,2019,410.0
WHITTLESEA,2019,380.0
WYNDHAM,2019,380.0
YARRA,2019,520.0
BOROONDARA,2019,475.0
KNOX,2019,400.0
MANNINGHAM,2019,475.0
MAROONDAH,2019,400.0
MONASH,2019,460.0
WHITEHORSE,2019,450.0
YARRA RANGES,2019,410.0
BAYSIDE,2019,575.0
CARDINIA,2019,370.0
CASEY,2019,385.0
FRANKSTON,2019,360.0
GLEN EIRA,2019,450.0
GREATER DANDENONG,2019,360.0
KINGSTON,2019,430.0
MORNINGTON PENINSULA,2019,400.0
PORT PHILLIP,2019,470.0
STONNINGTON,2019,480.0
COLAC-OTWAY,2019,310.0
CORANGAMITE,2019,260.0
GLENELG,2019,270.0
GREATER GEELONG,2019,370.0
MOYNE,2019,315.0
QUEENSCLIFFE,2019,375.0
SOUTHERN GRAMPIANS,2019,255.0
SURF COAST,2019,460.0
WARRNAMBOOL,2019,328.0
ARARAT,2019,270.0
BALLARAT,2019,320.0
GOLDEN PLAINS,2019,400.0
HEPBURN,2019,340.0
HINDMARSH,2019,205.0
HORSHAM,2019,275.0
MOORABOOL,2019,360.0
NORTHERN GRAMPIANS,2019,265.0
PYRENEES,2019,265.0
YARRIAMBIACK,2019,190.0
BULOKE,2019,195.0
CAMPASPE,2019,290.0
CENTRAL GOLDFIELDS,2019,255.0
GANNAWARRA,2019,220.0
GREATER BENDIGO,2019,320.0
LODDON,2019,230.0
MACEDON RANGES,2019,430.0
MILDURA,2019,295.0
MOUNT ALEXANDER,2019,340.0
SWAN HILL,2019,260.0
ALPINE,2019,310.0
BENALLA,2019,305.0
GREATER SHEPPARTON,2019,285.0
INDIGO,2019,320.0
MANSFIELD,2019,350.0
MITCHELL,2019,350.0
MOIRA,2019,270.0
MURRINDINDI,2019,300.0
STRATHBOGIE,2019,290.0
TOWONG,2019,240.0
WANGARATTA,2019,280.0
WODONGA,2019,320.0
BASS COAST,2019,325.0
BAW BAW,2019,340.0
EAST GIPPSLAND,2019,300.0
LATROBE,2019,260.0
SOUTH GIPPSLAND,2019,280.0
WELLINGTON,2019,280.0
BANYULE,2019,410.0
BRIMBANK,2019,360.0
DAREBIN,2019,400.0
HOBSONS BAY,2019,420.0
HUME,2019,385.0
MARIBYRNONG,2019,420.0
MELBOURNE,2019,530.0
MELTON,2019,370.0
MERRI-BEK,2019,420.0
MOONEE VALLEY,2019,400.0
NILLUMBIK,2019,410.0
WHITTLESEA,2019,380.0
WYNDHAM,2019,380.0
YARRA,2019,495.0
BOROONDARA,2019,475.0
KNOX,2019,410.0
MANNINGHAM,2019,470.0
MAROONDAH,2019,400.0
MONASH,2019,450.0
WHITEHORSE,2019,450.0
YARRA RANGES,2019,400.0
BAYSIDE,2019,550.0
CARDINIA,2019,365.0
CASEY,2019,380.0
FRANKSTON,2019,360.0
GLEN EIRA,2019,450.0
GREATER DANDENONG,2019,360.0
KINGSTON,2019,428.0
MORNINGTON PENINSULA,2019,400.0
PORT PHILLIP,2019,460.0
STONNINGTON,2019,480.0
COLAC-OTWAY,2019,305.0
CORANGAMITE,2019,260.0
GLENELG,2019,270.0
GREATER GEELONG,2019,375.0
MOYNE,2019,340.0
QUEENSCLIFFE,2019,405.0
SOUTHERN GRAMPIANS,2019,260.0
SURF COAST,2019,450.0
WARRNAMBOOL,2019,330.0
ARARAT,2019,270.0
BALLARAT,2019,320.0
GOLDEN PLAINS,2019,380.0
HEPBURN,2019,360.0
HINDMARSH,2019,183.0
HORSHAM,2019,270.0
MOORABOOL,2019,360.0
NORTHERN GRAMPIANS,2019,250.0
PYRENEES,2019,300.0
YARRIAMBIACK,2019,180.0
BULOKE,2019,203.0
CAMPASPE,2019,280.0
CENTRAL GOLDFIELDS,2019,265.0
GANNAWARRA,2019,225.0
GREATER BENDIGO,2019,320.0
LODDON,2019,230.0
MACEDON RANGES,2019,440.0
MILDURA,2019,302.0
MOUNT ALEXANDER,2019,340.0
SWAN HILL,2019,270.0
ALPINE,2019,340.0
BENALLA,2019,300.0
GREATER SHEPPARTON,2019,295.0
INDIGO,2019,328.0
MANSFIELD,2019,355.0
MITCHELL,2019,350.0
MOIRA,2019,275.0
MURRINDINDI,2019,300.0
STRATHBOGIE,2019,300.0
TOWONG,2019,255.0
WANGARATTA,2019,300.0
WODONGA,2019,340.0
BASS COAST,2019,330.0
BAW BAW,2019,330.0
EAST GIPPSLAND,2019,295.0
LATROBE,2019,260.0
SOUTH GIPPSLAND,2019,290.0
WELLINGTON,2019,280.0
BANYULE,2019,420.0
BRIMBANK,2019,360.0
DAREBIN,2019,400.0
HOBSONS BAY,2019,430.0
HUME,2019,380.0
MARIBYRNONG,2019,400.0
MELBOURNE,2019,525.0
MELTON,2019,380.0
MERRI-BEK,2019,420.0
MOONEE VALLEY,2019,415.0
NILLUMBIK,2019,420.0
WHITTLESEA,2019,380.0
WYNDHAM,2019,380.0
YARRA,2019,518.0
BOROONDARA,2019,485.0
KNOX,2019,420.0
MANNINGHAM,2019,475.0
MAROONDAH,2019,405.0
MONASH,2019,460.0
WHITEHORSE,2019,450.0
YARRA RANGES,2019,400.0
BAYSIDE,2019,550.0
CARDINIA,2019,360.0
CASEY,2019,380.0
FRANKSTON,2019,370.0
GLEN EIRA,2019,450.0
GREATER DANDENONG,2019,355.0
KINGSTON,2019,430.0
MORNINGTON PENINSULA,2019,400.0
PORT PHILLIP,2019,475.0
STONNINGTON,2019,485.0
COLAC-OTWAY,2020,320.0
CORANGAMITE,2020,300.0
GLENELG,2020,300.0
GREATER GEELONG,2020,380.0
MOYNE,2020,360.0
QUEENSCLIFFE,2020,360.0
SOUTHERN GRAMPIANS,2020,270.0
SURF COAST,2020,450.0
WARRNAMBOOL,2020,350.0
ARARAT,2020,280.0
BALLARAT,2020,330.0
GOLDEN PLAINS,2020,403.0
HEPBURN,2020,360.0
HINDMARSH,2020,180.0
HORSHAM,2020,280.0
MOORABOOL,2020,350.0
NORTHERN GRAMPIANS,2020,230.0
PYRENEES,2020,287.0
WEST WIMMERA,2020,178.0
YARRIAMBIACK,2020,200.0
BULOKE,2020,220.0
CAMPASPE,2020,290.0
CENTRAL GOLDFIELDS,2020,265.0
GANNAWARRA,2020,220.0
GREATER BENDIGO,2020,330.0
LODDON,2020,215.0
MACEDON RANGES,2020,440.0
MILDURA,2020,310.0
MOUNT ALEXANDER,2020,355.0
SWAN HILL,2020,260.0
ALPINE,2020,318.0
BENALLA,2020,320.0
GREATER SHEPPARTON,2020,290.0
INDIGO,2020,320.0
MANSFIELD,2020,365.0
MITCHELL,2020,358.0
MOIRA,2020,275.0
MURRINDINDI,2020,300.0
STRATHBOGIE,2020,300.0
TOWONG,2020,250.0
WANGARATTA,2020,300.0
WODONGA,2020,330.0
BASS COAST,2020,320.0
BAW BAW,2020,360.0
EAST GIPPSLAND,2020,300.0
LATROBE,2020,265.0
SOUTH GIPPSLAND,2020,290.0
WELLINGTON,2020,290.0
BANYULE,2020,430.0
BRIMBANK,2020,370.0
DAREBIN,2020,420.0
HOBSONS BAY,2020,435.0
HUME,2020,390.0
MARIBYRNONG,2020,420.0
MELBOURNE,2020,540.0
MELTON,2020,377.0
MERRI-BEK,2020,430.0
MOONEE VALLEY,2020,420.0
NILLUMBIK,2020,420.0
WHITTLESEA,2020,380.0
WYNDHAM,2020,380.0
YARRA,2020,520.0
BOROONDARA,2020,480.0
KNOX,2020,415.0
MANNINGHAM,2020,470.0
MAROONDAH,2020,410.0
MONASH,2020,470.0
WHITEHORSE,2020,450.0
YARRA RANGES,2020,410.0
BAYSIDE,2020,595.0
CARDINIA,2020,360.0
CASEY,2020,390.0
FRANKSTON,2020,375.0
GLEN EIRA,2020,460.0
GREATER DANDENONG,2020,363.0
KINGSTON,2020,440.0
MORNINGTON PENINSULA,2020,420.0
PORT PHILLIP,2020,480.0
STONNINGTON,2020,490.0
COLAC-OTWAY,2020,310.0
CORANGAMITE,2020,273.0
GLENELG,2020,290.0
GREATER GEELONG,2020,370.0
MOYNE,2020,300.0
QUEENSCLIFFE,2020,480.0
SOUTHERN GRAMPIANS,2020,250.0
SURF COAST,2020,450.0
WARRNAMBOOL,2020,330.0
ARARAT,2020,280.0
BALLARAT,2020,320.0
GOLDEN PLAINS,2020,400.0
HEPBURN,2020,350.0
HINDMARSH,2020,190.0
HORSHAM,2020,280.0
MOORABOOL,2020,350.0
NORTHERN GRAMPIANS,2020,250.0
PYRENEES,2020,265.0
WEST WIMMERA,2020,165.0
YARRIAMBIACK,2020,200.0
BULOKE,2020,200.0
CAMPASPE,2020,300.0
CENTRAL GOLDFIELDS,2020,250.0
GANNAWARRA,2020,233.0
GREATER BENDIGO,2020,325.0
LODDON,2020,210.0
MACEDON RANGES,2020,430.0
MILDURA,2020,300.0
MOUNT ALEXANDER,2020,350.0
SWAN HILL,2020,280.0
ALPINE,2020,320.0
BENALLA,2020,300.0
GREATER SHEPPARTON,2020,295.0
INDIGO,2020,305.0
MANSFIELD,2020,370.0
MITCHELL,2020,360.0
MOIRA,2020,280.0
MURRINDINDI,2020,320.0
STRATHBOGIE,2020,300.0
TOWONG,2020,280.0
WANGARATTA,2020,310.0
WODONGA,2020,325.0
BASS COAST,2020,335.0
BAW BAW,2020,350.0
EAST GIPPSLAND,2020,300.0
LATROBE,2020,260.0
SOUTH GIPPSLAND,2020,300.0
WELLINGTON,2020,300.0
BANYULE,2020,410.0
BRIMBANK,2020,365.0
DAREBIN,2020,400.0
HOBSONS BAY,2020,400.0
HUME,2020,380.0
MARIBYRNONG,2020,400.0
MELBOURNE,2020,445.0
MELTON,2020,370.0
MERRI-BEK,2020,405.0
MOONEE VALLEY,2020,395.0
NILLUMBIK,2020,410.0
WHITTLESEA,2020,380.0
WYNDHAM,2020,370.0
YARRA,2020,490.0
BOROONDARA,2020,470.0
KNOX,2020,410.0
MANNINGHAM,2020,450.0
MAROONDAH,2020,400.0
MONASH,2020,450.0
WHITEHORSE,2020,425.0
YARRA RANGES,2020,400.0
BAYSIDE,2020,550.0
CARDINIA,2020,365.0
CASEY,2020,385.0
FRANKSTON,2020,370.0
GLEN EIRA,2020,450.0
GREATER DANDENONG,2020,360.0
KINGSTON,2020,430.0
MORNINGTON PENINSULA,2020,400.0
PORT PHILLIP,2020,450.0
STONNINGTON,2020,450.0
COLAC-OTWAY,2020,340.0
CORANGAMITE,2020,280.0
GLENELG,2020,300.0
GREATER GEELONG,2020,375.0
MOYNE,2020,320.0
QUEENSCLIFFE,2020,358.0
SOUTHERN GRAMPIANS,2020,270.0
SURF COAST,2020,450.0
WARRNAMBOOL,2020,340.0
ARARAT,2020,290.0
BALLARAT,2020,330.0
GOLDEN PLAINS,2020,395.0
HEPBURN,2020,350.0
HINDMARSH,2020,210.0
HORSHAM,2020,280.0
MOORABOOL,2020,365.0
NORTHERN GRAMPIANS,2020,250.0
PYRENEES,2020,300.0
WEST WIMMERA,2020,210.0
YARRIAMBIACK,2020,200.0
BULOKE,2020,220.0
CAMPASPE,2020,300.0
CENTRAL GOLDFIELDS,2020,283.0
GANNAWARRA,2020,228.0
GREATER BENDIGO,2020,330.0
LODDON,2020,260.0
MACEDON RANGES,2020,420.0
MILDURA,2020,310.0
MOUNT ALEXANDER,2020,368.0
SWAN HILL,2020,280.0
ALPINE,2020,320.0
BENALLA,2020,305.0
GREATER SHEPPARTON,2020,300.0
INDIGO,2020,330.0
MANSFIELD,2020,380.0
MITCHELL,2020,360.0
MOIRA,2020,290.0
MURRINDINDI,2020,315.0
STRATHBOGIE,2020,320.0
TOWONG,2020,300.0
WANGARATTA,2020,303.0
WODONGA,2020,325.0
BASS COAST,2020,340.0
BAW BAW,2020,350.0
EAST GIPPSLAND,2020,310.0
LATROBE,2020,270.0
SOUTH GIPPSLAND,2020,300.0
WELLINGTON,2020,300.0
BANYULE,2020,415.0
BRIMBANK,2020,365.0
DAREBIN,2020,400.0
HOBSONS BAY,2020,410.0
HUME,2020,385.0
MARIBYRNONG,2020,390.0
MELBOURNE,2020,400.0
MELTON,2020,375.0
MERRI-BEK,2020,400.0
MOONEE VALLEY,2020,400.0
NILLUMBIK,2020,430.0
WHITTLESEA,2020,380.0
WYNDHAM,2020,370.0
YARRA,2020,470.0
BOROONDARA,2020,450.0
KNOX,2020,420.0
MANNINGHAM,2020,450.0
MAROONDAH,2020,415.0
MONASH,2020,430.0
WHITEHORSE,2020,420.0
YARRA RANGES,2020,400.0
BAYSIDE,2020,595.0
CARDINIA,2020,370.0
CASEY,2020,390.0
FRANKSTON,2020,375.0
GLEN EIRA,2020,430.0
GREATER DANDENONG,2020,360.0
KINGSTON,2020,430.0
MORNINGTON PENINSULA,2020,430.0
PORT PHILLIP,2020,435.0
STONNINGTON,2020,450.0
COLAC-OTWAY,2020,325.0
CORANGAMITE,2020,290.0
GLENELG,2020,310.0
GREATER GEELONG,2020,380.0
MOYNE,2020,363.0
QUEENSCLIFFE,2020,450.0
SOUTHERN GRAMPIANS,2020,280.0
SURF COAST,2020,470.0
WARRNAMBOOL,2020,350.0
ARARAT,2020,285.0
BALLARAT,2020,340.0
GOLDEN PLAINS,2020,395.0
HEPBURN,2020,380.0
HINDMARSH,2020,200.0
HORSHAM,2020,298.0
MOORABOOL,2020,360.0
NORTHERN GRAMPIANS,2020,270.0
PYRENEES,2020,335.0
WEST WIMMERA,2020,220.0
YARRIAMBIACK,2020,225.0
BULOKE,2020,230.0
CAMPASPE,2020,300.0
CENTRAL GOLDFIELDS,2020,280.0
GANNAWARRA,2020,238.0
GREATER BENDIGO,2020,350.0
LODDON,2020,240.0
MACEDON RANGES,2020,450.0
MILDURA,2020,330.0
MOUNT ALEXANDER,2020,375.0
SWAN HILL,2020,300.0
ALPINE,2020,350.0
BENALLA,2020,325.0
GREATER SHEPPARTON,2020,310.0
INDIGO,2020,310.0
MANSFIELD,2020,360.0
MITCHELL,2020,360.0
MOIRA,2020,280.0
MURRINDINDI,2020,318.0
STRATHBOGIE,2020,320.0
TOWONG,2020,280.0
WANGARATTA,2020,320.0
WODONGA,2020,350.0
BASS COAST,2020,350.0
BAW BAW,2020,370.0
EAST GIPPSLAND,2020,323.0
LATROBE,2020,285.0
SOUTH GIPPSLAND,2020,310.0
WELLINGTON,2020,300.0
BANYULE,2020,410.0
BRIMBANK,2020,360.0
DAREBIN,2020,400.0
HOBSONS BAY,2020,425.0
HUME,2020,390.0
MARIBYRNONG,2020,400.0
MELBOURNE,2020,380.0
MELTON,2020,380.0
MERRI-BEK,2020,400.0
MOONEE VALLEY,2020,385.0
NILLUMBIK,2020,420.0
WHITTLESEA,2020,380.0
WYNDHAM,2020,370.0
YARRA,2020,460.0
BOROONDARA,2020,445.0
KNOX,2020,420.0
MANNINGHAM,2020,460.0
MAROONDAH,2020,410.0
MONASH,2020,425.0
WHITEHORSE,2020,410.0
YARRA RANGES,2020,415.0
BAYSIDE,2020,550.0
CARDINIA,2020,370.0
CASEY,2020,390.0
FRANKSTON,2020,380.0
GLEN EIRA,2020,420.0
GREATER DANDENONG,2020,356.0
KINGSTON,2020,425.0
MORNINGTON PENINSULA,2020,450.0
PORT PHILLIP,2020,430.0
STONNINGTON,2020,425.0
COLAC-OTWAY,2021,340.0
CORANGAMITE,2021,310.0
GLENELG,2021,330.0
GREATER GEELONG,2021,395.0
MOYNE,2021,360.0
QUEENSCLIFFE,2021,388.0
SOUTHERN GRAMPIANS,2021,280.0
SURF COAST,2021,500.0
WARRNAMBOOL,2021,370.0
ARARAT,2021,300.0
BALLARAT,2021,350.0
GOLDEN PLAINS,2021,430.0
HEPBURN,2021,355.0
HINDMARSH,2021,225.0
HORSHAM,2021,300.0
MOORABOOL,2021,380.0
NORTHERN GRAMPIANS,2021,245.0
PYRENEES,2021,283.0
WEST WIMMERA,2021,228.0
YARRIAMBIACK,2021,200.0
BULOKE,2021,155.0
CAMPASPE,2021,325.0
CENTRAL GOLDFIELDS,2021,280.0
GANNAWARRA,2021,245.0
GREATER BENDIGO,2021,350.0
LODDON,2021,218.0
MACEDON RANGES,2021,470.0
MILDURA,2021,320.0
MOUNT ALEXANDER,2021,375.0
SWAN HILL,2021,280.0
ALPINE,2021,350.0
BENALLA,2021,345.0
GREATER SHEPPARTON,2021,308.0
INDIGO,2021,350.0
MANSFIELD,2021,375.0
MITCHELL,2021,370.0
MOIRA,2021,283.0
MURRINDINDI,2021,323.0
STRATHBOGIE,2021,330.0
TOWONG,2021,250.0
WANGARATTA,2021,350.0
WODONGA,2021,360.0
BASS COAST,2021,350.0
BAW BAW,2021,380.0
EAST GIPPSLAND,2021,330.0
LATROBE,2021,300.0
SOUTH GIPPSLAND,2021,320.0
WELLINGTON,2021,320.0
BANYULE,2021,410.0
BRIMBANK,2021,360.0
DAREBIN,2021,400.0
HOBSONS BAY,2021,415.0
HUME,2021,385.0
MARIBYRNONG,2021,395.0
MELBOURNE,2021,380.0
MELTON,2021,380.0
MERRI-BEK,2021,400.0
MOONEE VALLEY,2021,385.0
NILLUMBIK,2021,430.0
WHITTLESEA,2021,380.0
WYNDHAM,2021,370.0
YARRA,2021,450.0
BOROONDARA,2021,430.0
KNOX,2021,420.0
MANNINGHAM,2021,450.0
MAROONDAH,2021,410.0
MONASH,2021,420.0
WHITEHORSE,2021,410.0
YARRA RANGES,2021,420.0
BAYSIDE,2021,595.0
CARDINIA,2021,380.0
CASEY,2021,395.0
FRANKSTON,2021,380.0
GLEN EIRA,2021,415.0
GREATER DANDENONG,2021,365.0
KINGSTON,2021,420.0
MORNINGTON PENINSULA,2021,460.0
PORT PHILLIP,2021,410.0
STONNINGTON,2021,410.0
COLAC-OTWAY,2021,340.0
CORANGAMITE,2021,285.0
GLENELG,2021,330.0
GREATER GEELONG,2021,400.0
MOYNE,2021,380.0
QUEENSCLIFFE,2021,400.0
SOUTHERN GRAMPIANS,2021,280.0
SURF COAST,2021,500.0
WARRNAMBOOL,2021,393.0
ARARAT,2021,290.0
BALLARAT,2021,350.0
GOLDEN PLAINS,2021,450.0
HEPBURN,2021,353.0
HINDMARSH,2021,220.0
HORSHAM,2021,330.0
MOORABOOL,2021,390.0
NORTHERN GRAMPIANS,2021,270.0
PYRENEES,2021,300.0
WEST WIMMERA,2021,215.0
YARRIAMBIACK,2021,200.0
BULOKE,2021,250.0
CAMPASPE,2021,300.0
CENTRAL GOLDFIELDS,2021,290.0
GANNAWARRA,2021,240.0
GREATER BENDIGO,2021,370.0
LODDON,2021,215.0
MACEDON RANGES,2021,470.0
MILDURA,2021,330.0
MOUNT ALEXANDER,2021,375.0
SWAN HILL,2021,300.0
ALPINE,2021,390.0
BENALLA,2021,350.0
GREATER SHEPPARTON,2021,318.0
INDIGO,2021,350.0
MANSFIELD,2021,390.0
MITCHELL,2021,380.0
MOIRA,2021,300.0
MURRINDINDI,2021,350.0
STRATHBOGIE,2021,350.0
TOWONG,2021,283.0
WANGARATTA,2021,350.0
WODONGA,2021,380.0
BASS COAST,2021,385.0
BAW BAW,2021,390.0
EAST GIPPSLAND,2021,330.0
LATROBE,2021,300.0
SOUTH GIPPSLAND,2021,330.0
WELLINGTON,2021,335.0
BANYULE,2021,410.0
BRIMBANK,2021,360.0
DAREBIN,2021,390.0
HOBSONS BAY,2021,400.0
HUME,2021,390.0
MARIBYRNONG,2021,365.0
MELBOURNE,2021,360.0
MELTON,2021,380.0
MERRI-BEK,2021,380.0
MOONEE VALLEY,2021,370.0
NILLUMBIK,2021,430.0
WHITTLESEA,2021,380.0
WYNDHAM,2021,370.0
YARRA,2021,425.0
BOROONDARA,2021,400.0
KNOX,2021,420.0
MANNINGHAM,2021,450.0
MAROONDAH,2021,415.0
MONASH,2021,420.0
WHITEHORSE,2021,410.0
YARRA RANGES,2021,430.0
BAYSIDE,2021,550.0
CARDINIA,2021,390.0
CASEY,2021,400.0
FRANKSTON,2021,395.0
GLEN EIRA,2021,400.0
GREATER DANDENONG,2021,350.0
KINGSTON,2021,425.0
MORNINGTON PENINSULA,2021,470.0
PORT PHILLIP,2021,400.0
STONNINGTON,2021,400.0
COLAC-OTWAY,2021,350.0
CORANGAMITE,2021,315.0
GLENELG,2021,330.0
GREATER GEELONG,2021,410.0
MOYNE,2021,345.0
SOUTHERN GRAMPIANS,2021,285.0
SURF COAST,2021,520.0
WARRNAMBOOL,2021,380.0
ARARAT,2021,300.0
BALLARAT,2021,350.0
GOLDEN PLAINS,2021,405.0
HEPBURN,2021,380.0
HINDMARSH,2021,220.0
HORSHAM,2021,330.0
MOORABOOL,2021,390.0
NORTHERN GRAMPIANS,2021,275.0
PYRENEES,2021,265.0
WEST WIMMERA,2021,220.0
YARRIAMBIACK,2021,210.0
BULOKE,2021,230.0
CAMPASPE,2021,330.0
CENTRAL GOLDFIELDS,2021,300.0
GANNAWARRA,2021,255.0
GREATER BENDIGO,2021,375.0
LODDON,2021,235.0
MACEDON RANGES,2021,460.0
MILDURA,2021,340.0
MOUNT ALEXANDER,2021,393.0
SWAN HILL,2021,280.0
ALPINE,2021,383.0
BENALLA,2021,350.0
GREATER SHEPPARTON,2021,330.0
INDIGO,2021,360.0
MANSFIELD,2021,400.0
MITCHELL,2021,380.0
MOIRA,2021,320.0
MURRINDINDI,2021,358.0
STRATHBOGIE,2021,335.0
TOWONG,2021,280.0
WANGARATTA,2021,360.0
WODONGA,2021,380.0
BASS COAST,2021,400.0
BAW BAW,2021,395.0
EAST GIPPSLAND,2021,340.0
LATROBE,2021,313.0
SOUTH GIPPSLAND,2021,350.0
WELLINGTON,2021,340.0
BANYULE,2021,410.0
BRIMBANK,2021,360.0
DAREBIN,2021,390.0
HOBSONS BAY,2021,400.0
HUME,2021,390.0
MARIBYRNONG,2021,380.0
MELBOURNE,2021,370.0
MELTON,2021,380.0
MERRI-BEK,2021,390.0
MOONEE VALLEY,2021,380.0
NILLUMBIK,2021,430.0
WHITTLESEA,2021,380.0
WYNDHAM,2021,370.0
YARRA,2021,450.0
BOROONDARA,2021,415.0
KNOX,2021,437.0
MANNINGHAM,2021,460.0
MAROONDAH,2021,420.0
MONASH,2021,425.0
WHITEHORSE,2021,420.0
YARRA RANGES,2021,425.0
BAYSIDE,2021,570.0
CARDINIA,2021,390.0
CASEY,2021,410.0
FRANKSTON,2021,400.0
GLEN EIRA,2021,395.0
GREATER DANDENONG,2021,365.0
KINGSTON,2021,430.0
MORNINGTON PENINSULA,2021,496.0
PORT PHILLIP,2021,400.0
STONNINGTON,2021,410.0
COLAC-OTWAY,2021,380.0
CORANGAMITE,2021,343.0
GLENELG,2021,350.0
GREATER GEELONG,2021,415.0
MOYNE,2021,360.0
QUEENSCLIFFE,2021,385.0
SOUTHERN GRAMPIANS,2021,305.0
SURF COAST,2021,500.0
WARRNAMBOOL,2021,400.0
ARARAT,2021,300.0
BALLARAT,2021,360.0
GOLDEN PLAINS,2021,420.0
HEPBURN,2021,390.0
HINDMARSH,2021,255.0
HORSHAM,2021,330.0
MOORABOOL,2021,400.0
NORTHERN GRAMPIANS,2021,290.0
PYRENEES,2021,350.0
WEST WIMMERA,2021,213.0
YARRIAMBIACK,2021,218.0
BULOKE,2021,245.0
CAMPASPE,2021,340.0
CENTRAL GOLDFIELDS,2021,295.0
GANNAWARRA,2021,240.0
GREATER BENDIGO,2021,380.0
LODDON,2021,270.0
MACEDON RANGES,2021,460.0
MILDURA,2021,330.0
MOUNT ALEXANDER,2021,400.0
SWAN HILL,2021,303.0
ALPINE,2021,350.0
BENALLA,2021,360.0
GREATER SHEPPARTON,2021,340.0
INDIGO,2021,380.0
MANSFIELD,2021,425.0
MITCHELL,2021,380.0
MOIRA,2021,300.0
MURRINDINDI,2021,340.0
STRATHBOGIE,2021,350.0
TOWONG,2021,300.0
WANGARATTA,2021,360.0
WODONGA,2021,390.0
BASS COAST,2021,420.0
BAW BAW,2021,390.0
EAST GIPPSLAND,2021,350.0
LATROBE,2021,340.0
SOUTH GIPPSLAND,2021,340.0
WELLINGTON,2021,360.0
BANYULE,2021,410.0
BRIMBANK,2021,360.0
DAREBIN,2021,390.0
HOBSONS BAY,2021,415.0
HUME,2021,390.0
MARIBYRNONG,2021,380.0
MELBOURNE,2021,380.0
MELTON,2021,380.0
MERRI-BEK,2021,395.0
MOONEE VALLEY,2021,390.0
NILLUMBIK,2021,450.0
WHITTLESEA,2021,395.0
WYNDHAM,2021,370.0
YARRA,2021,450.0
BOROONDARA,2021,440.0
KNOX,2021,430.0
MANNINGHAM,2021,480.0
MAROONDAH,2021,430.0
MONASH,2021,430.0
WHITEHORSE,2021,425.0
YARRA RANGES,2021,450.0
BAYSIDE,2021,590.0
CARDINIA,2021,400.0
CASEY,2021,420.0
FRANKSTON,2021,420.0
